date,Open,High,Low,Close,Adj Close,Volume,EPS_diff,UNRATE,AWHMAN,ICSA,ACOGNO,NEWORDER,PERMIT,SP500,T10YFF,USALOLITOAASTSAM,T10Y2Y,UMCSENT,FEDFUNDS,VIXCLS,event_id,day_relative_to_event,SMA_20,SMA_50,RSI,MACD
2016-01-20,23.774999618530277,24.54750061035156,23.354999542236328,24.19750022888184,21.94596290588379,289337600,0.009999999999999898,5.0,41.8,271000,180482.0,60173.0,1211.0,2054.08,2.01,99.2424035144421,1.26,92.6,0.24,18.03,4,-4,29.708625030517577,29.14319999694824,27.78639489993184,-0.6083958795887043
2016-01-21,24.26499938964844,24.46999931335449,23.73500061035156,24.075000762939453,21.834856033325195,208646000,0.009999999999999898,5.0,41.8,271000,180482.0,60173.0,1211.0,2054.08,2.01,99.2424035144421,1.26,92.6,0.24,18.03,4,-3,29.292125129699706,29.14319999694824,27.49437127382993,-0.7077484162592317
2016-01-22,24.65749931335449,25.364999771118164,24.592500686645508,25.354999542236328,22.995756149291992,263202000,0.009999999999999898,5.0,41.8,271000,180482.0,60173.0,1211.0,2054.08,2.01,99.2424035144421,1.26,92.6,0.24,18.03,4,-2,28.90900001525879,29.14319999694824,35.16222677932896,-0.6469477963268044
2016-01-25,25.3799991607666,25.38249969482422,24.802499771118164,24.86000061035156,22.54681396484375,207178000,0.009999999999999898,5.0,41.8,271000,180482.0,60173.0,1211.0,2054.08,2.01,99.2424035144421,1.26,92.6,0.24,18.03,4,-1,28.517625045776366,29.14319999694824,33.67889133646221,-0.6007552318004044
2016-01-26,24.982500076293945,25.21999931335449,24.51749992370605,24.997499465942383,22.671520233154297,300308000,0.009999999999999898,5.0,41.8,271000,180482.0,60173.0,1211.0,2054.08,2.01,99.2424035144421,1.26,92.6,0.24,18.03,4,0,28.202999973297118,29.14319999694824,34.50540111304196,-0.524406430099414
2016-01-28,23.44750022888184,23.6299991607666,23.09749984741211,23.522499084472656,21.333765029907227,222715200,0.009999999999999898,5.0,41.8,271000,180482.0,60173.0,1211.0,2054.08,2.01,99.2424035144421,1.26,92.6,0.24,18.03,4,2,27.82287492752075,29.14319999694824,30.162837889863816,-0.5348693193926233
2016-01-29,23.69750022888184,24.334999084472656,23.587499618530277,24.334999084472656,22.07066345214844,257666000,0.009999999999999898,5.0,41.8,271000,180482.0,60173.0,1211.0,2054.08,2.01,99.2424035144421,1.26,92.6,0.24,18.03,4,3,27.504999923706055,29.14319999694824,35.0145094359732,-0.4519936071339601
2016-02-01,24.11750030517578,24.177499771118164,23.850000381469727,24.107500076293945,21.864330291748047,163774000,0.009999999999999898,4.8,41.9,279600,177754.0,61843.0,1171.0,1918.60,1.72,99.1595531885749,1.19,92.0,0.34,23.72,4,4,27.168124961853028,29.14319999694824,34.29607028565632,-0.3802996716890983
2016-02-02,23.854999542236328,24.01000022888184,23.56999969482422,23.6200008392334,21.422197341918945,149428800,0.009999999999999898,4.8,41.9,279600,177754.0,61843.0,1171.0,1918.60,1.72,99.1595531885749,1.19,92.0,0.34,23.72,4,5,26.927000045776367,29.14319999694824,32.74556398512844,-0.3350983992095451
2016-04-19,26.96999931335449,27.0,26.5575008392334,26.727500915527344,24.3720760345459,129539600,-0.010000000000000009,5.0,41.8,263250,179783.0,60644.0,1118.0,2021.95,1.53,99.0867346859161,1.01,91.0,0.36,15.85,5,-5,26.841375064849853,29.14319999694824,48.67442965643751,-0.07868352538378875
2016-04-20,26.65999984741211,27.022499084472656,26.51499938964844,26.78249931335449,24.42223358154297,122444000,-0.010000000000000009,5.0,41.8,263250,179783.0,60644.0,1118.0,2021.95,1.53,99.0867346859161,1.01,91.0,0.36,15.85,5,-4,26.736750030517577,29.135249977111815,48.9050858718421,0.10205006023804186
2016-04-21,26.732500076293945,26.732500076293945,26.3799991607666,26.49250030517578,24.157793045043945,126210000,-0.010000000000000009,5.0,41.8,263250,179783.0,60644.0,1118.0,2021.95,1.53,99.0867346859161,1.01,91.0,0.36,15.85,5,-3,26.572875022888184,29.117349967956542,47.68813547075187,0.2036242061931257
2016-04-22,26.252500534057617,26.6200008392334,26.155000686645508,26.420000076293945,24.091676712036133,134732400,-0.010000000000000009,5.0,41.8,263250,179783.0,60644.0,1118.0,2021.95,1.53,99.0867346859161,1.01,91.0,0.36,15.85,5,-2,26.45287504196167,29.083749961853027,47.37077205355187,0.2636742275870627
2016-04-25,26.25,26.412500381469727,26.127500534057617,26.270000457763672,23.954893112182617,112126400,-0.010000000000000009,5.0,41.8,263250,179783.0,60644.0,1118.0,2021.95,1.53,99.0867346859161,1.01,91.0,0.36,15.85,5,-1,26.33450002670288,29.044249954223634,46.6786223903603,0.28900301391748173
2016-04-26,25.977500915527344,26.325000762939453,25.977500915527344,26.087499618530277,23.788482666015625,224064800,-0.010000000000000009,5.0,41.8,263250,179783.0,60644.0,1118.0,2021.95,1.53,99.0867346859161,1.01,91.0,0.36,15.85,5,0,26.148000049591065,29.00049995422363,45.801760659166135,0.28850857763439874
